"WORD" "POLARITY"
"shake up" -2
"stir up" -2
"touch" -2
"maladjusted" -2
"airheaded" -1
"empty-headed" -1
"featherbrained" -1
"giddy" -1
"lightheaded" -1
"light-headed" -1
"vertiginous" -1
"woozy" -1
"avoidance" -2
"dodge" -2
"escape" -2
"evasion" -2
"scheme" -2
"shunning" -2
"turning away" -2
"chanceful" -2
"chancy" -2
"crafty" -2
"cunning" -2
"dicey" -2
"foxy" -2
"guileful" -2
"knavish" -2
"slick" -2
"sly" -2
"tricksy" -2
"tricky" -2
"wily" -2
"dolourous" -2
"lachrymose" -2
"tearful" -2
"designate" -2
"destine" -2
"fate" -2
"day of reckoning" -2
"doomsday" -2
"end of the world" -2
"cursed" -2
"fated" -2
"ill-fated" -2
"ill-omened" -2
"ill-starred" -2
"unlucky" -2
"unredeemed" -2
"unsaved" -2
"doubtfulness" -1
"dubiety" -1
"dubiousness" -1
"incertitude" -1
"question" -1
"uncertainty" -1
"dubious" -1
"dubitable" -1
"in question(p)" -1
"tentative" -1
"sceptical" -1
"skeptical" -1
"douche bag" -3
"cart" -1
"drag in" -1
"drag on" -1
"drag out" -1
"draw" -1
"dredge" -1
"drop back" -1
"drop behind" -1
"embroil" -1
"get behind" -1
"hale" -1
"hang back" -1
"haul" -1
"puff" -1
"scuff" -1
"sweep" -1
"sweep up" -1
"tangle" -1
"trail" -1
"pull" -1
"retarding force" -1
"dead" -2
"knackered" -2
"awful" -2
"dire" -2
"direful" -2
"dread(a)" -2
"dreadful" -2
"frightening" -2
"horrendous" -2
"horrific" -2
"terrible" -2
"apprehensiveness" -2
"daydream" 1
"stargaze" 1
"woolgather" 1
"ambition" 1
"aspiration" 1
"dreaming" 1
"pipe dream" 1
"drooping" -2
"sagging" -2
"cast" -1
"cast off" -1
"dangle" -1
"degenerate" -1
"deteriorate" -1
"devolve" -1
"discharge" -1
"dismiss" -1
"dribble" -1
"drip" -1
"drop down" -1
"drop off" -1
"expend" -1
"fell" -1
"flatten" -1
"knock off" -1
"leave out" -1
"miss" -1
"neglect" -1
"omit" -1
"overleap" -1
"overlook" -1
"pretermit" -1
"put down" -1
"send away" -1
"send packing" -1
"set down" -1
"shake off" -1
"shed" -1
"sink" -1
"spend" -1
"throw" -1
"throw off" -1
"unload" -1
"bead" -1
"cliff" -1
"dip" -1
"drib" -1
"driblet" -1
"drop cloth" -1
"drop curtain" -1
"drop-off" -1
"fall" -1
"free fall" -1
"pearl" -1
"overwhelm" -2
"submerge" -2
"swim" -2
"inebriated" -2
"intoxicated" -2
"drunkard" -2
"inebriate" -2
"rummy" -2
"sot" -2
"wino" -2
"doubtful" -2
"dubitable" -2
"in question(p)" -2
"bomb" -2
"misfire" -2
"turkey" -2
"washout" -2
"boring" -2
"deadening" -2
"dense" -2
"dim" -2
"dumb" -2
"ho-hum" -2
"irksome" -2
"leaden" -2
"muffled" -2
"muted" -2
"obtuse" -2
"slow" -2
"softened" -2
"tedious" -2
"thudding" -2
"tiresome" -2
"wearisome" -2
"benumb" -2
"blunt" -2
"damp" -2
"dampen" -2
"muffle" -2
"mute" -2
"numb" -2
"pall" -2
"tone down" -2
"dense" -3
"dim" -3
"mute" -3
"obtuse" -3
"silent" -3
"speechless" -3
"blockhead" -3
"bonehead" -3
"dunce" -3
"dunderhead" -3
"fuckhead" -3
"hammerhead" -3
"knucklehead" -3
"loggerhead" -3
"lunkhead" -3
"muttonhead" -3
"numskull" -3
"shithead" -3
"coldcock" -1
"deck" -1
"ditch" -1
"floor" -1
"knock down" -1
"plunge" -1
"underprice" -1
"dumpsite" -1
"garbage dump" -1
"rubbish dump" -1
"shit" -1
"trash dump" -1
"wasteyard" -1
"waste-yard" -1
"mopes" -1
"befool" -2
"cod" -2
"gull" -2
"put on" -2
"put one across" -2
"put one over" -2
"slang" -2
"take in" -2
"victim" -2
"disfunction" -2
"aegir" 2
"bore" 2
"eagre" 2
"tidal bore" 2
"businesslike" 2
"solemn" 2
"allay" 2
"alleviate" 2
"facilitate" 2
"relieve" 2
"easiness" 2
"informality" 2
"relaxation" 2
"relief" 2
"repose" 2
"rest" 2
"simpleness" 2
"simplicity" 2
"comfortable" 1
"easygoing" 1
"gentle" 1
"leisurely" 1
"loose" 1
"promiscuous" 1
"prosperous" 1
"sluttish" 1
"soft" 1
"wanton" 1
"well-fixed" 1
"well-heeled" 1
"well-off" 1
"well-situated" 1
"well-to-do" 1
"easily" 1
"slow" 1
"slowly" 1
"tardily" 1
"enraptured" 4
"rapt" 4
"rhapsodic" 4
"effectual" 2
"efficacious" 2
"efficient" 2
"in effect(p)" 2
"in force(p)" 2
"efficaciously" 2
"in effect" 2
"high spirits" 3
"lightness" 3
"graceful" 2
"refined" 2
"abash" -2
"block" -2
"blockade" -2
"hinder" -2
"obstruct" -2
"stymie" -2
"stymy" -2
"mortified" -2
"mortifying" -2
"overplus" -2
"plethora" -2
"superfluity" -2
"bosom" 1
"comprehend" 1
"cover" 1
"encompass" 1
"hug" 1
"squeeze" 1
"embracement" 1
"embracing" 1
"emergency brake" -2
"exigency" -2
"hand brake" -2
"parking brake" -2
"empathic" 2
"vacancy" -1
"vacuum" -1
"vanity" -1
"empty-bellied" -1
"hollow" -1
"vacuous" -1
"abandon" -1
"evacuate" -1
"vacate" -1
"advance" 2
"boost" 2
"further" 2
"promote" 2
"bucked up(p)" 2
"back" 2
"certify" 2
"indorse" 2
"plump for" 2
"plunk for" 2
"second" 2
"blurb" 2
"countenance" 2
"imprimatur" 2
"indorsement" 2
"sanction" 2
"secondment" 2
"warrant" 2
"foe" -2
"foeman" -2
"opposition" -2
"gumptious" 2
"industrious" 2
"up-and-coming" 2
"absorb" 1
"affiance" 1
"betroth" 1
"charter" 1
"employ" 1
"engross" 1
"enlist" 1
"hire" 1
"lease" 1
"lock" 1
"mesh" 1
"occupy" 1
"operate" 1
"plight" 1
"prosecute" 1
"pursue" 1
"rent" 1
"wage" 1
"bask" 2
"delight" 2
"relish" 2
"revel" 2
"savor" 2
"savour" 2
"clear up" 2
"crystalise" 2
"crystalize" 2
"crystallise" 2
"crystallize" 2
"edify" 2
"elucidate" 2
"illuminate" 2
"irradiate" 2
"shed light on" 2
"sort out" 2
"straighten out" 2
"educated" 2
"initiate" 2
"edifying" 2
"illuminating" 2
"informative" 2
"boredom" -2
"tedium" -2
"angered" -2
"furious" -2
"maddened" -2
"ascertain" 1
"assure" 1
"control" 1
"insure" 1
"secure" 1
"see" 1
"see to it" 1
"covetous" -2
"begrudge" -1
"enviousness" -1
"invidia" -1
"computer error" -2
"erroneous belief" -2
"erroneousness" -2
"misplay" -2
"wrongdoing" -2
"break away" -1
"break loose" -1
"bunk" -1
"elude" -1
"fly the coop" -1
"get away" -1
"get off" -1
"get out" -1
"head for the hills" -1
"hightail it" -1
"lam" -1
"run" -1
"run away" -1
"scarper" -1
"scat" -1
"take to the woods" -1
"turn tail" -1
"dodging" -1
"escape cock" -1
"escape valve" -1
"escapism" -1
"evasion" -1
"flight" -1
"leakage" -1
"outflow" -1
"relief valve" -1
"safety valve" -1
"prestigious" 2
"honorable" 2
"honourable" 2
"euphory" 3
"constructive eviction" -1
"dispossession" -1
"legal ouster" -1
"malefic" -3
"malevolent" -3
"malign" -3
"evilness" -3
"immorality" -3
"iniquity" -3
"wickedness" -3
"amplify" -2
"hyperbolise" -2
"hyperbolize" -2
"magnify" -2
"overdo" -2
"overdraw" -2
"overstate" -2
"enlarged" -2
"magnified" -2
"overdone" -2
"overstated" -2
"browned off" 2
"cheesed off" 2
"excellency" 3
"fantabulous" 3
"first-class" 3
"agitate" 3
"arouse" 3
"charge" 3
"charge up" 3
"commove" 3
"energise" 3
"energize" 3
"rouse" 3
"sex" 3
"shake" 3
"shake up" 3
"stimulate" 3
"stir" 3
"turn on" 3
"wind up" 3
"activated" 3
"aroused" 3
"delirious" 3
"emotional" 3
"frantic" 3
"mad" 3
"unrestrained" 3
"worked up" 3
"agitation" 3
"excitation" 3
"exhilaration" 3
"fervor" 3
"fervour" 3
"hullabaloo" 3
"inflammation" 3
"turmoil" 3
"upheaval" 3
"boot out" -1
"eject" -1
"except" -1
"keep out" -1
"leave off" -1
"shut" -1
"shut out" -1
"take out" -1
"turf out" -1
"censure" -1
"ejection" -1
"elision" -1
"exception" -1
"excommunication" -1
"expulsion" -1
"riddance" -1
"single(a)" 2
"sole(a)" 2
"undivided" 2
"scoop" 2
"beg off" -1
"condone" -1
"explain" -1
"let off" -1
"pardon" -1
"relieve" -1
"alibi" -1
"exculpation" -1
"self-justification" -1
"nontaxable" -1
"dog-tired" -2
"fagged" -2
"played out" -2
"spent" -2
"washed-out" -2
"worn-out(a)" -2
"worn out(p)" -2
"gladdened" 3
"elating" 3
"stimulating" 3
"amplify" 1
"blow up" 1
"boom" 1
"dilate" 1
"elaborate" 1
"enlarge" 1
"expatiate" 1
"exposit" 1
"expound" 1
"flesh out" 1
"flourish" 1
"inflate" 1
"lucubrate" 1
"spread out" 1
"thrive" 1
"boot out" -2
"discharge" -2
"drum out" -2
"eject" -2
"exhaust" -2
"kick out" -2
"oust" -2
"release" -2
"rout" -2
"rout out" -2
"throw out" -2
"emission" -2
"overwork" -2
"tap" -2
"work" -2
"effort" -2
"feat" -2
"ill-used" -2
"put-upon" -2
"used" -2
"victimised" -2
"victimized" -2
"geographic expedition" 1
"break" -1
"bring out" -1
"debunk" -1
"disclose" -1
"discover" -1
"display" -1
"divulge" -1
"endanger" -1
"exhibit" -1
"give away" -1
"let on" -1
"let out" -1
"peril" -1
"queer" -1
"reveal" -1
"scupper" -1
"uncover" -1
"unwrap" -1
"unmasking" -1
"open" -1
"uncovered" -1
"broaden" 1
"carry" 1
"continue" 1
"draw out" 1
"exsert" 1
"gallop" 1
"go" 1
"hold out" 1
"lead" 1
"offer" 1
"poke out" 1
"prolong" 1
"protract" 1
"put out" 1
"reach out" 1
"run" 1
"strain" 1
"stretch" 1
"stretch forth" 1
"stretch out" 1
"unfold" 1
"widen" 1
"ebullient" 4
"excessive" 4
"extravagant" 4
"high-spirited" 4
"lush" 4
"luxuriant" 4
"overweening" 4
"profuse" 4
"riotous" 4
"exulting" 3
"prideful" 3
"rejoicing" 3
"triumphal" 3
"triumphant" 3
"exultingly" 3
"fab" 4
"mythic" 4
"mythical" 4
"mythologic" 4
"mythological" 4
"craze" -2
"cult" -2
"furor" -2
"furore" -2
"dig" -3
"drudge" -3
"fag out" -3
"fatigue" -3
"grind" -3
"jade" -3
"labor" -3
"labour" -3
"moil" -3
"outwear" -3
"tire" -3
"tire out" -3
"toil" -3
"travail" -3
"wear" -3
"wear down" -3
"wear out" -3
"wear upon" -3
"weary" -3
"butt" -3
"cigaret" -3
"cigarette" -3
"coffin nail" -3
"fagot" -3
"fairy" -3
"nance" -3
"pansy" -3
"poof" -3
"poove" -3
"pouf" -3
"queen" -3
"queer" -3
"faggot up" -3
"conk out" -2
"flunk" -2
"flush it" -2
"give out" -2
"go bad" -2
"go wrong" -2
"miscarry" -2
"run out" -2
"bankruptcy" -2
"loser" -2
"nonstarter" -2
"unsuccessful person" -2
"faint" -2
"faint-hearted" -2
"average" 2
"bonnie" 2
"bonny" 2
"comely" 2
"fair(a)" 2
"fairish" 2
"just" 2
"mediocre" 2
"middling" 2
"reasonable" 2
"sightly" 2
"evenhandedly" 2
"bazaar" 2
"carnival" 2
"funfair" 2
"organized religion" 1
"religion" 1
"religious belief" 1
"close" 3
"congregation" 3
"fold" 3
"bastard" -3
"bogus" -3
"false" -3
"faux" -3
"imitation" -3
"phoney" -3
"phony" -3
"simulated" -3
"cook" -3
"counterfeit" -3
"forge" -3
"fudge" -3
"manipulate" -3
"misrepresent" -3
"talk through one's hat" -3
"wangle" -3
"faker" -3
"fraud" -3
"imposter" -3
"impostor" -3
"juke" -3
"postiche" -3
"pretender" -3
"pseud" -3
"pseudo" -3
"role player" -3
"sham" -3
"shammer" -3
"dropping" -1
"alter" -3
"distort" -3
"garble" -3
"interpolate" -3
"warp" -3
"celebrity" 1
"renown" 1
"winnow" 3
"buff" 3
"devotee" 3
"lover" 3
"rooter" 3
"sports fan" 3
"antic" 4
"fantastical" 4
"grand" 4
"grotesque" 4
"howling(a)" 4
"marvellous" 4
"marvelous" 4
"rattling(a)" 4
"tremendous" 4
"wild" 4
"wondrous" 4
"farce comedy" -1
"forcemeat" -1
"travesty" -1
"grip" 3
"intrigue" 3
"spellbind" 3
"transfix" 3
"hypnotised" 3
"hypnotized" 3
"mesmerised" 3
"mesmerized" 3
"spellbound" 3
"spell-bound" 3
"transfixed" 3
"absorbing" 3
"bewitching" 3
"captivating" 3
"enchanting" 3
"engrossing" 3
"enthralling" 3
"entrancing" 3
"gripping" 3
"riveting" 3
"fascistic" -2
"human death" -3
"fag" -2
"fag out" -2
"jade" -2
"outwear" -2
"tire out" -2
"wear" -2
"wear down" -2
"wear out" -2
"wear upon" -2
"fatigue duty" -2
"tiredness" -2
"weariness" -2
"favour" 2
"prefer" 2
"privilege" 2
"party favor" 2
"party favour" 2
"best-loved" 2
"favorite(a)" 2
"favourite(a)" 2
"pet" 2
"preferent" 2
"preferred" 2
"favourite" 2
"dearie" 2
"deary" 2
"ducky" 2
"front-runner" 2
"revere" -2
"reverence" -2
"venerate" -2
"awe" -2
"care" -2
"concern" -2
"fearfulness" -2
"veneration" -2
"frightful" -2
"trepid" -2
"unafraid(p)" 2
"debile" -2
"decrepit" -2
"infirm" -2
"nerveless" -2
"rickety" -2
"sapless" -2
"weakly" -2
"belief" 1
"feel" 1
"flavor" 1
"flavour" 1
"impression" 1
"intuitive feeling" 1
"look" 1
"notion" 1
"opinion" 1
"smell" 1
"tactile sensation" 1
"tactual sensation" 1
"tone" 1
"touch" 1
"touch sensation" 1
"ardent" 2
"fiery" 2
"impassioned" 2
"perfervid" 2
"torrid" 2
"festal" 2
"debacle" -3
"antsy" -2
"fretful" -2
"agitate" -1
"campaign" -1
"crusade" -1
"defend" -1
"fight back" -1
"fight down" -1
"oppose" -1
"push" -1
"competitiveness" -1
"all right" 2
"hunky-dory" 2
"ok" 2
"o.k." 2
"okay" 2
"alright" 2
"delicately" 2
"exquisitely" 2
"finely" 2
"OK" 2
"very well" 2
"ticket" 2
"amercement" 2
"mulct" 2
"arouse" -2
"burn" -2
"burn down" -2
"can" -2
"displace" -2
"elicit" -2
"enkindle" -2
"evoke" -2
"force out" -2
"fuel" -2
"give notice" -2
"give the axe" -2
"give the sack" -2
"go off" -2
"kindle" -2
"open fire" -2
"provoke" -2
"raise" -2
"sack" -2
"send away" -2
"terminate" -2
"ardor" -2
"ardour" -2
"attack" -2
"blast" -2
"fervency" -2
"fervidness" -2
"fervor" -2
"fervour" -2
"flack" -2
"flak" -2
"flame" -2
"flaming" -2
"discharged" -2
"dismissed" -2
"laid-off" -2
"pink-slipped" -2
"dismissal" -2
"dismission" -2
"firing off" -2
"ignition" -2
"inflammation" -2
"kindling" -2
"liberation" -2
"lighting" -2
"sacking" -2
"fit(p)" 1
"primed(p)" 1
"set(p)" 1
"accommodate" 1
"conform to" 1
"equip" 1
"fit out" 1
"meet" 1
"outfit" 1
"suit" 1
"burst" 1
"conniption" 1
"convulsion" 1
"paroxysm" 1
"scene" 1
"tantrum" 1
"fittingness" 1
"physical fitness" 1
"seaworthiness" 1
"right" -2
"fall flat" -2
"fall through" -2
"bust" -2
"fizzle" -2
"floating-point operation" -2
"grippe" -2
"influenza" -2
"hot and bothered(p)" -2
"rattled" -2
"focussed" 2
"adoring" 2
"affectionate" 2
"doting" 2
"fond(p)" 2
"lovesome" 2
"partial(p)" 2
"warm" 2
"affection" 2
"affectionateness" 2
"fancy" 2
"heart" 2
"lovingness" 2
"partiality" 2
"philia" 2
"tenderness" 2
"warmheartedness" 2
"warmness" 2
"arse around" -2
"dissipate" -2
"fool around" -2
"fool away" -2
"fritter" -2
"fritter away" -2
"frivol away" -2
"horse around" -2
"shoot" -2
"chump" -2
"fall guy" -2
"jester" -2
"motley fool" -2
"mug" -2
"muggins" -2
"patsy" -2
"sap" -2
"saphead" -2
"soft touch" -2
"sucker" -2
"tomfool" -2
"anserine" -2
"dopey" -2
"dopy" -2
"gooselike" -2
"goosey" -2
"goosy" -2
"jerky" -2
"constrained" -1
"strained" -1
"bury" -1
"oblivious" -2
"short" -2
"unmindful" -2
"unretentive" -2
"absolvitory" 1
"exonerative" 1
"disregarded" -1
"golden" 2
"rosy" 2
"delirious" -1
"excited" -1
"frenetic" -1
"frenzied" -1
"mad" -1
"phrenetic" -1
"unrestrained" -1
"dupery" -4
"faker" -4
"hoax" -4
"humbug" -4
"imposter" -4
"impostor" -4
"pretender" -4
"pseud" -4
"pseudo" -4
"put-on" -4
"role player" -4
"sham" -4
"shammer" -4
"deceit" -4
"duplicity" -4
"deceitful" -4
"fallacious" -4
"barren" 1
"complimentary" 1
"costless" 1
"destitute" 1
"detached" 1
"devoid" 1
"gratis(p)" 1
"gratuitous" 1
"innocent" 1
"spare" 1
"absolve" 1
"disembarrass" 1
"disengage" 1
"dislodge" 1
"exempt" 1
"justify" 1
"liberate" 1
"release" 1
"relinquish" 1
"resign" 1
"rid" 1
"unblock" 1
"unfreeze" 1
"unloose" 1
"unloosen" 1
"free people" 1
"exemption" 2
"craze" -3
"delirium" -3
"fury" -3
"bracing" 1
"brisk" 1
"impertinent" 1
"impudent" 1
"invigorated" 1
"new" 1
"novel" 1
"overbold" 1
"refreshed" 1
"refreshful" 1
"refreshing" 1
"reinvigorated" 1
"sassy" 1
"saucy" 1
"sweet" 1
"tonic" 1
"unfermented" 1
"unused" 1
"wise" 1
"freshly" 1
"newly" 1
"favorable" 2
"well-disposed" 2
"affright" -2
"frighten" -2
"panicked" -2
"panicky" -2
"panic-stricken" -2
"panic-struck" -2
"terrified" -2
"terrorisation" -3
"terrorization" -3
"kittenish" 2
"baffle" -2
"bilk" -2
"cross" -2
"crucify" -2
"dun" -2
"foil" -2
"queer" -2
"scotch" -2
"spoil" -2
"torment" -2
"frustrative" -2
"defeat" -2
"foiling" -2
"bang" -4
"bed" -4
"be intimate" -4
"bonk" -4
"do it" -4
"eff" -4
"get it on" -4
"get laid" -4
"have a go at it" -4
"have intercourse" -4
"have it away" -4
"have it off" -4
"have sex" -4
"hump" -4
"jazz" -4
"know" -4
"lie with" -4
"love" -4
"make love" -4
"make out" -4
"sleep together" -4
"sleep with" -4
"blockhead" -4
"bonehead" -4
"dumbass" -4
"dunce" -4
"dunderhead" -4
"hammerhead" -4
"knucklehead" -4
"loggerhead" -4
"lunkhead" -4
"muttonhead" -4
"numskull" -4
"bally(a)" -4
"blinking(a)" -4
"bloody(a)" -4
"blooming(a)" -4
"crashing(a)" -4
"flaming(a)" -4
"fucking(a)" -4
"fill" 2
"live up to" 2
"meet" 2
"satisfy" 2
"merriment" 4
"play" 4
"playfulness" 4
"sport" 4
"fetid" 2
"foetid" 2
"foul" 2
"foul-smelling" 2
"ill-scented" 2
"low-down" 2
"noisome" 2
"smelly" 2
"stinking" 2
"amusing" 4
"comic" 4
"comical" 4
"curious" 4
"fishy" 4
"laughable" 4
"mirthful" 4
"odd" 4
"peculiar" 4
"queer" 4
"risible" 4
"rum" 4
"rummy" 4
"shady" 4
"singular" 4
"suspect" 4
"suspicious" 4
"funny remark" 4
"funny story" 4
"good story" 4
"angered" -3
"enraged" -3
"ferocious" -3
"fierce" -3
"infuriated" -3
"maddened" -3
"bootless" 2
"fruitless" 2
"ineffectual" 2
"otiose" 2
"sleeveless" 2
"unavailing" 2
"vain" 2
"heave" -2
"muzzle" -2
"quip" -2
"retch" -2
"jape" -2
"jest" -2
"joke" -2
"laugh" -2
"acquire" 2
"arrive at" 2
"bring in" 2
"derive" 2
"earn" 2
"gain ground" 2
"gather" 2
"get ahead" 2
"hit" 2
"make" 2
"make headway" 2
"pull ahead" 2
"pull in" 2
"put on" 2
"realise" 2
"realize" 2
"take in" 2
"win" 2
"addition" 2
"amplification" 2
"increase" 2
"chivalrous" 3
"dashing" 3
"knightly" 3
"lofty" 3
"majestic" 3
"proud" 3
"beau" 3
"clotheshorse" 3
"dandy" 3
"dude" 3
"fashion plate" 3
"fop" 3
"sheik" 3
"squire" 3
"swell" 3
"chivalrously" 3
"chivalry" 3
"heroism" 3
"politesse" 3
"valiance" 3
"valiancy" 3
"valor" 3
"valorousness" 3
"valour" 3
"affable" 3
"amiable" 3
"cordial" 3
"kind" 3
"mental" 3
"ghostwrite" -1
"obsess" -1
"ghostwriter" -1
"shade" -1
"specter" -1
"spectre" -1
"spook" -1
"touch" -1
"trace" -1
"wraith" -1
"airheaded" -2
"dizzy" -2
"empty-headed" -2
"featherbrained" -2
"lightheaded" -2
"light-headed" -2
"silly" -2
"vertiginous" -2
"woozy" -2
"empower" 2
"endow" 2
"endue" 2
"give" 2
"indue" 2
"invest" 2
"present" 2
"endowment" 2
"giving" 2
"natural endowment" 2
"talent" 2
"beaming" 3
"gladiola" 3
"gladiolus" 3
"sword lily" 3
"gleefulness" 3
"gloat" 3
"gloating" 3
"hilarity" 3
"mirthfulness" 3
"gloominess" -1
"glumness" -1
"somberness" -1
"sombreness" -1
"gloomful" -2
"glooming" -2
"brilliant" 2
"magnificent" 2
"resplendent" 2
"splendid" 2
"splendiferous" 2
"aura" 2
"aureole" 2
"glorification" 2
"gloriole" 2
"halo" 2
"nimbus" 2
"resplendence" 2
"resplendency" 2
"dour" -2
"glowering" -2
"moody" -2
"morose" -2
"saturnine" -2
"sour" -2
"deity" 1
"divinity" 1
"God" 1
"graven image" 1
"idol" 1
"immortal" 1
"Supreme Being" 1
"blame" -3
"blamed" -3
"blasted" -3
"blessed" -3
"damned" -3
"darned" -3
"deuced" -3
"goddam" -3
"goddamned" -3
"infernal" -3
"bonanza" 4
"boom" 4
"bunce" 4
"gold rush" 4
"gravy" 4
"manna from heaven" 4
"windfall" 4
"adept" 3
"beneficial" 3
"dependable" 3
"effective" 3
"estimable" 3
"expert" 3
"full" 3
"honest" 3
"honorable" 3
"in effect(p)" 3
"in force(p)" 3
"just" 3
"near" 3
"practiced" 3
"proficient" 3
"respectable" 3
"right" 3
"ripe" 3
"safe" 3
"salutary" 3
"secure" 3
"serious" 3
"skilful" 3
"skillful" 3
"sound" 3
"undecomposed" 3
"unspoiled" 3
"unspoilt" 3
"upright" 3
"well(p)" 3
"soundly" 3
"thoroughly" 3
"well" 3
"commodity" 3
"trade good" 3
"adorn" 1
"beautify" 1
"deck" 1
"decorate" 1
"embellish" 1
"ornament" 1
"blessing" 1
"free grace" 1
"goodwill" 1
"good will" 1
"Grace" 1
"grace of God" 1
"gracility" 1
"saving grace" 1
"seemliness" 1
"state of grace" 1
"thanksgiving" 1
"benignant" 3
"courteous" 3
"august" 3
"deluxe" 3
"distinguished" 3
"elevated" 3
"exalted" 3
"expansive" 3
"fantastic" 3
"gilded" 3
"high-flown" 3
"high-minded" 3
"howling(a)" 3
"idealistic" 3
"imposing" 3
"lordly" 3
"luxurious" 3
"magisterial" 3
"marvellous" 3
"noble-minded" 3
"opulent" 3
"princely" 3
"rarefied" 3
"rarified" 3
"rattling(a)" 3
"sublime" 3
"sumptuous" 3
"terrific" 3
"tremendous" 3
"wonderful" 3
"wondrous" 3
"1000" 3
"chiliad" 3
"G" 3
"grand piano" 3
"K" 3
"M" 3
"one thousand" 3
"thou" 3
"thousand" 3
"yard" 3
"allot" 1
"award" 1
"cede" 1
"concede" 1
"deed over" 1
"yield" 1
"assignment" 1
"Cary Grant" 1
"concession" 1
"Duncan Grant" 1
"Duncan James Corrow Grant" 1
"Grant" 1
"Hiram Ulysses Grant" 1
"President Grant" 1
"subsidisation" 1
"subsidization" 1
"Ulysses Grant" 1
"Ulysses S. Grant" 1
"Ulysses Simpson Grant" 1
"given" 1
"thankful" 3
"satisfaction" 2
"dangerous" -2
"grievous" -2
"heavy" -2
"life-threatening" -2
"sedate" -2
"serious" -2
"sober" -2
"solemn" -2
"weighty" -2
"engrave" -2
"inscribe" -2
"scratch" -2
"sculpt" -2
"sculpture" -2
"grave accent" -2
"tomb" -2
"gray-haired" -1
"gray-headed" -1
"grayish" -1
"grey-haired" -1
"grey-headed" -1
"greyish" -1
"grizzly" -1
"hoar" -1
"hoary" -1
"white-haired" -1
"Asa Gray" -1
"Gray" -1
"grayness" -1
"greyness" -1
"Gy" -1
"Louis Harold Gray" -1
"Robert Gray" -1
"Thomas Gray" -1
"bang-up" 3
"big(p)" 3
"bully" 3
"capital" 3
"corking" 3
"cracking" 3
"enceinte" 3
"expectant" 3
"gravid" 3
"great(p)" 3
"groovy" 3
"heavy(p)" 3
"keen" 3
"large(p)" 3
"majuscule" 3
"neat" 3
"nifty" 3
"not bad(p)" 3
"outstanding" 3
"peachy" 3
"slap-up" 3
"smashing" 3
"with child(p)" 3
"sterling(a)" 3
"superlative" 3
"avarice" -3
"avaritia" -3
"covetousness" -3
"rapacity" -3
"avaricious" -2
"avid" -2
"devouring(a)" -2
"esurient" -2
"grabby" -2
"grasping" -2
"prehensile" -2
"recognise" 1
"recognize" 1
"salutation" 1
"Charles Grey" -1
"Grey" -1
"Lady Jane Grey" -1
"Second Earl Grey" -1
"Zane Grey" -1
"brokenheartedness" -2
"heartache" -2
"heartbreak" -2
"arrant(a)" -2
"complete(a)" -2
"consummate(a)" -2
"crude" -2
"double-dyed(a)" -2
"earthy" -2
"everlasting(a)" -2
"gross(a)" -2
"megascopic" -2
"perfect(a)" -2
"porcine" -2
"pure(a)" -2
"sodding(a)" -2
"staring(a)" -2
"stark(a)" -2
"thoroughgoing(a)" -2
"unadulterated" -2
"utter(a)" -2
"vulgar" -2
"144" -2
"receipts" -2
"revenue" -2
"development" 1
"growth" 1
"maturation" 1
"ontogenesis" 1
"ontogeny" 1
"development" 2
"emergence" 2
"growing" 2
"increment" 2
"maturation" 2
"ontogenesis" 2
"ontogeny" 2
"outgrowth" 2
"undertake" 1
"vouch" 1
"warrant" 1
"guaranty" 1
"warrantee" 1
"warranty" 1
"guilt feelings" -3
"guiltiness" -3
"guilt trip" -3
"guilty conscience" -3
"hangdog" -3
"shamed" -3
"shamefaced" -3
"credulousness" -2
"fleeceable" -2
"green" -2
"accelerator" -1
"accelerator pedal" -1
"artillery" -1
"gas" -1
"gas pedal" -1
"grease-gun" -1
"gun for hire" -1
"gunman" -1
"gunslinger" -1
"heavy weapon" -1
"hired gun" -1
"hitman" -1
"hit man" -1
"ordnance" -1
"shooter" -1
"throttle" -1
"torpedo" -1
"triggerman" -1
"HA" 2
"hour angle" 2
"come" 2
"herald" 2
"miserable" -2
"misfortunate" -2
"pitiable" -2
"wretched" -2
"felicity" 3
"felicitous" 3
"well-chosen" 3
"arduous" -1
"backbreaking" -1
"concentrated" -1
"grueling" -1
"gruelling" -1
"heavy" -1
"intemperate" -1
"knockout" -1
"laborious" -1
"operose" -1
"punishing" -1
"severe" -1
"strong" -1
"surd" -1
"toilsome" -1
"tough" -1
"unvoiced" -1
"voiceless" -1
"firmly" -1
"heavily" -1
"intemperately" -1
"severely" -1
"adversity" -2
"asperity" -2
"grimness" -2
"hard knocks" -2
"rigor" -2
"rigorousness" -2
"rigour" -2
"rigourousness" -2
"severeness" -2
"severity" -2
"stalwart" 2
"sturdy" 2
"Hardy" 2
"Oliver Hardy" 2
"Thomas Hardy" 2
"damage" -2
"impairment" -2
"scathe" -2
"trauma" -2
"abrasive" -2
"coarse" -2
"rough" -2
"detest" -3
"hatred" -3
"despised" -3
"detested" -3
"scorned" -3
"frequent" -1
"stalk" -1
"hangout" -1
"repair" -1
"resort" -1
"stamping ground" -1
"obsessed" -2
"preoccupied" -2
"taken up(p)" -2
"persistent" 1
"mayhem" -2
"good for you(p)" 2
"goodish" 2
"goodly" 2
"hefty" 2
"levelheaded" 2
